week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
6,Thunder Crotches,11,Jake,Thug Bungalow,10,Michael,104.75,102.37,98.51,112.93,2016,0
7,Thunder Crotches,11,Jake,We're Back,14,Nate,101.64,88.57,87.73,99.83,2016,0
8,Thunder Crotches,11,Jake,Victor Cruisin,12,Frags,94.71,107.17,94.05,111.73,2016,0
9,Thunder Crotches,11,Jake,who invited canada,13,Peter,91.93,99.67,111.14,109.7,2016,0
10,Thunder Crotches,11,Jake,The Ice Cold Bruschi,1,Ricky,95.3,82.8,104.22,137.33,2016,0
11,Thunder Crotches,11,Jake,Immortal Duffmen,2,Pat,96.53,83.3,93.13,97.0,2016,0
12,Thunder Crotches,11,Jake,Jadeveon's Hit Men,3,Tim,103.86,101.63,98.17,78.23,2016,1
13,Thunder Crotches,11,Jake,John Brown's Army,4,Eric,99.62,70.17,70.76,54.2,2016,1
14,Thunder Crotches,11,Jake,Starr is Born,7,Nick,93.57,112.2,90.7,77.4,2016,1
15,Thunder Crotches,11,Jake,Victor Cruisin,12,Frags,102.31,83.83,91.8,117.07,2016,0
16,Thunder Crotches,11,Jake,Immortal Duffmen,2,Pat,91.18,81.03,79.04,86.17,2016,0
1,Victor Cruisin,12,Frags,John Brown's Army,4,Eric,82.04,106.5,97.58,100.53,2016,1
2,Victor Cruisin,12,Frags,The Twelve Apostles,5,Jones,87.94,93.97,99.82,112.73,2016,0
3,Victor Cruisin,12,Frags,SuperCam That Ho,6,Lauren,90.02,143.03,94.78,91.93,2016,1
4,Victor Cruisin,12,Frags,Starr is Born,7,Nick,98.68,67.3,97.94,113.1,2016,0
5,Victor Cruisin,12,Frags,The fishingtons,8,Buddy,101.33,111.1,100.61,126.87,2016,0
6,Victor Cruisin,12,Frags,The Scientist,9,Kyle,112.84,127.3,93.0,74.63,2016,1
7,Victor Cruisin,12,Frags,Thug Bungalow,10,Michael,110.1,109.53,99.69,117.57,2016,0
8,Victor Cruisin,12,Frags,Thunder Crotches,11,Jake,94.05,111.73,94.71,107.17,2016,1
9,Victor Cruisin,12,Frags,We're Back,14,Nate,93.34,99.77,91.61,63.13,2016,1
10,Victor Cruisin,12,Frags,who invited canada,13,Peter,90.58,100.13,94.92,115.13,2016,0
11,Victor Cruisin,12,Frags,The Ice Cold Bruschi,1,Ricky,92.04,78.5,107.04,125.83,2016,0
12,Victor Cruisin,12,Frags,Immortal Duffmen,2,Pat,94.67,96.23,100.63,80.73,2016,1
13,Victor Cruisin,12,Frags,Jadeveon's Hit Men,3,Tim,92.57,93.57,92.03,77.33,2016,1
15,Victor Cruisin,12,Frags,Thunder Crotches,11,Jake,91.8,117.07,102.31,83.83,2016,1
16,Victor Cruisin,12,Frags,Thug Bungalow,10,Michael,105.54,105.37,91.17,113.83,2016,0
1,who invited canada,13,Peter,Jadeveon's Hit Men,3,Tim,100.46,100.07,103.99,122.1,2016,0
2,who invited canada,13,Peter,John Brown's Army,4,Eric,101.12,97.87,104.83,71.03,2016,1
3,who invited canada,13,Peter,The Twelve Apostles,5,Jones,102.58,116.87,106.03,95.87,2016,1
4,who invited canada,13,Peter,SuperCam That Ho,6,Lauren,90.58,86.1,95.64,87.6,2016,0
5,who invited canada,13,Peter,Starr is Born,7,Nick,94.73,90.77,89.77,109.13,2016,0
6,who invited canada,13,Peter,The fishingtons,8,Buddy,103.18,115.63,106.42,75.2,2016,1
7,who invited canada,13,Peter,The Scientist,9,Kyle,96.7,85.0,91.78,122.57,2016,0
8,who invited canada,13,Peter,Thug Bungalow,10,Michael,89.89,119.63,102.71,98.1,2016,1
9,who invited canada,13,Peter,Thunder Crotches,11,Jake,111.14,109.7,91.93,99.67,2016,1
10,who invited canada,13,Peter,Victor Cruisin,12,Frags,94.92,115.13,90.58,100.13,2016,1
11,who invited canada,13,Peter,We're Back,14,Nate,108.93,89.03,106.46,127.7,2016,0
12,who invited canada,13,Peter,The Ice Cold Bruschi,1,Ricky,104.38,140.27,106.11,138.43,2016,1
13,who invited canada,13,Peter,Immortal Duffmen,2,Pat,114.04,102.43,101.9,93.47,2016,1
14,who invited canada,13,Peter,The Scientist,9,Kyle,103.39,104.83,109.57,123.5,2016,0
15,who invited canada,13,Peter,The Ice Cold Bruschi,1,Ricky,107.74,102.3,109.27,88.97,2016,1
1,We're Back,14,Nate,The fishingtons,8,Buddy,103.88,97.2,100.8,90.67,2016,1
2,We're Back,14,Nate,Immortal Duffmen,2,Pat,102.65,119.03,106.39,126.0,2016,0
3,We're Back,14,Nate,The Scientist,9,Kyle,90.14,124.67,90.95,81.63,2016,1
4,We're Back,14,Nate,Jadeveon's Hit Men,3,Tim,103.13,74.3,100.15,108.2,2016,0
5,We're Back,14,Nate,Thug Bungalow,10,Michael,96.83,97.77,103.01,92.67,2016,1
6,We're Back,14,Nate,John Brown's Army,4,Eric,101.4,80.17,63.44,45.3,2016,1
7,We're Back,14,Nate,Thunder Crotches,11,Jake,87.73,99.83,101.64,88.57,2016,1
8,We're Back,14,Nate,The Twelve Apostles,5,Jones,80.05,57.47,84.46,93.9,2016,0
9,We're Back,14,Nate,Victor Cruisin,12,Frags,91.61,63.13,93.34,99.77,2016,0
10,We're Back,14,Nate,SuperCam That Ho,6,Lauren,88.48,95.13,87.81,88.8,2016,1
11,We're Back,14,Nate,who invited canada,13,Peter,106.46,127.7,108.93,89.03,2016,1
12,We're Back,14,Nate,Starr is Born,7,Nick,102.88,78.67,88.35,121.0,2016,0
13,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,75.03,83.07,105.42,82.97,2016,1
14,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,92.89,91.2,105.36,87.43,2016,1
15,We're Back,14,Nate,The fishingtons,8,Buddy,96.63,60.5,97.0,63.4,2016,0
16,We're Back,14,Nate,The Scientist,9,Kyle,82.74,76.4,108.52,151.93,2016,0
1,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,111.46,82.0,108.79,80.7,2017,1
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,113.73,75.07,103.24,63.2,2017,1
3,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,105.3,100.87,110.13,115.6,2017,0
4,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,5,Jones,112.18,127.43,105.6,68.03,2017,1
5,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,6,Lauren,102.88,129.53,94.07,81.37,2017,1
6,The Ice Cold Bruschi,1,Ricky,Starr is Born,7,Nick,108.96,103.6,100.66,107.9,2017,0
7,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,109.52,104.8,108.36,70.37,2017,1
8,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,109.09,116.17,84.77,78.93,2017,1
9,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,10,Michael,98.88,114.63,110.02,84.37,2017,1
10,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,11,Jake,111.51,124.6,104.76,93.6,2017,1
11,The Ice Cold Bruschi,1,Ricky,Big Blue,12,Frags,112.65,134.63,91.84,100.13,2017,1
12,The Ice Cold Bruschi,1,Ricky,who invited canada,13,Peter,125.01,113.87,88.06,82.07,2017,1
13,The Ice Cold Bruschi,1,Ricky,We're Back,14,Nate,119.77,124.17,108.94,99.1,2017,1
15,The Ice Cold Bruschi,1,Ricky,Starr is Born,7,Nick,123.56,101.37,102.63,120.87,2017,0
16,The Ice Cold Bruschi,1,Ricky,We're Back,14,Nate,123.73,110.27,106.53,63.33,2017,1
1,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,108.79,80.7,111.46,82.0,2017,0
2,Immortal Duffmen,2,Pat,We're Back,14,Nate,107.04,88.37,113.15,96.27,2017,0
3,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,106.45,91.13,104.76,133.53,2017,0
4,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,113.21,95.83,107.26,78.13,2017,1
5,Immortal Duffmen,2,Pat,The Twelve Apostles,5,Jones,102.56,85.1,84.03,59.8,2017,1
6,Immortal Duffmen,2,Pat,SuperCam That Ho,6,Lauren,97.86,78.5,102.85,97.5,2017,0
7,Immortal Duffmen,2,Pat,Starr is Born,7,Nick,109.86,112.43,109.54,127.17,2017,0
8,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,100.45,89.67,95.01,87.97,2017,1
9,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,93.85,94.87,94.74,115.2,2017,0
10,Immortal Duffmen,2,Pat,Thug Bungalow,10,Michael,95.42,89.73,84.47,72.3,2017,1
11,Immortal Duffmen,2,Pat,Thunder Crotches,11,Jake,106.19,92.93,106.01,108.4,2017,0
12,Immortal Duffmen,2,Pat,Big Blue,12,Frags,111.96,129.9,102.81,83.53,2017,1
13,Immortal Duffmen,2,Pat,who invited canada,13,Peter,103.66,90.77,98.65,60.97,2017,1
15,Immortal Duffmen,2,Pat,who invited canada,13,Peter,88.64,84.77,100.55,79.17,2017,1
16,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,104.6,89.87,105.38,97.2,2017,0
1,Jadeveon's Hit Men,3,Tim,who invited canada,13,Peter,103.6,99.17,104.4,120.7,2017,0
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,103.24,63.2,113.73,75.07,2017,0
3,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,104.76,133.53,106.45,91.13,2017,1
4,Jadeveon's Hit Men,3,Tim,We're Back,14,Nate,112.43,109.67,110.73,95.7,2017,1
5,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,102.93,71.63,109.19,84.3,2017,0
6,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,5,Jones,103.67,86.73,76.88,61.93,2017,1
7,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,6,Lauren,94.57,86.13,90.97,65.73,2017,1
8,Jadeveon's Hit Men,3,Tim,Starr is Born,7,Nick,86.22,102.6,111.67,135.5,2017,0
9,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,95.87,113.5,76.82,75.83,2017,1
10,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,104.05,108.27,95.04,70.5,2017,1
11,Jadeveon's Hit Men,3,Tim,Thug Bungalow,10,Michael,95.42,105.43,105.56,80.07,2017,1
12,Jadeveon's Hit Men,3,Tim,Thunder Crotches,11,Jake,105.17,114.3,114.85,99.77,2017,1
13,Jadeveon's Hit Men,3,Tim,Big Blue,12,Frags,99.66,107.07,104.05,153.6,2017,0
14,Jadeveon's Hit Men,3,Tim,Starr is Born,7,Nick,98.53,89.33,99.41,122.27,2017,0
15,Jadeveon's Hit Men,3,Tim,Big Blue,12,Frags,110.29,135.17,102.24,75.67,2017,1
1,John Brown's Army,4,Eric,Big Blue,12,Frags,100.82,67.0,100.8,82.27,2017,0
2,John Brown's Army,4,Eric,who invited canada,13,Peter,107.23,123.9,103.33,55.53,2017,1
3,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,110.13,115.6,105.3,100.87,2017,1
4,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,107.26,78.13,113.21,95.83,2017,0
5,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,109.19,84.3,102.93,71.63,2017,1
6,John Brown's Army,4,Eric,We're Back,14,Nate,100.98,73.07,105.78,99.63,2017,0
7,John Brown's Army,4,Eric,The Twelve Apostles,5,Jones,100.89,82.6,97.85,119.13,2017,0
8,John Brown's Army,4,Eric,SuperCam That Ho,6,Lauren,91.58,87.2,75.2,64.07,2017,1
9,John Brown's Army,4,Eric,Starr is Born,7,Nick,31.6,14.3,98.17,111.57,2017,0
10,John Brown's Army,4,Eric,The fishingtons,8,Buddy,83.97,93.37,98.72,94.37,2017,0
11,John Brown's Army,4,Eric,The Scientist,9,Kyle,87.36,134.53,97.06,110.5,2017,1
12,John Brown's Army,4,Eric,Thug Bungalow,10,Michael,96.07,89.87,110.45,116.33,2017,0
13,John Brown's Army,4,Eric,Thunder Crotches,11,Jake,87.48,81.6,109.98,109.5,2017,0
14,John Brown's Army,4,Eric,who invited canada,13,Peter,85.01,103.27,92.36,120.73,2017,0
15,John Brown's Army,4,Eric,The Scientist,9,Kyle,82.78,56.23,102.85,111.43,2017,0
1,The Twelve Apostles,5,Jones,Thunder Crotches,11,Jake,103.76,90.17,103.79,117.33,2017,0
2,The Twelve Apostles,5,Jones,Big Blue,12,Frags,107.48,96.0,105.54,116.4,2017,0
3,The Twelve Apostles,5,Jones,who invited canada,13,Peter,99.43,91.13,98.7,115.3,2017,0
4,The Twelve Apostles,5,Jones,The Ice Cold Bruschi,1,Ricky,105.6,68.03,112.18,127.43,2017,0
5,The Twelve Apostles,5,Jones,Immortal Duffmen,2,Pat,84.03,59.8,102.56,85.1,2017,0
6,The Twelve Apostles,5,Jones,Jadeveon's Hit Men,3,Tim,76.88,61.93,103.67,86.73,2017,0
7,The Twelve Apostles,5,Jones,John Brown's Army,4,Eric,97.85,119.13,100.89,82.6,2017,1
8,The Twelve Apostles,5,Jones,We're Back,14,Nate,98.73,132.37,108.89,96.97,2017,1
9,The Twelve Apostles,5,Jones,SuperCam That Ho,6,Lauren,91.29,99.4,86.01,116.67,2017,0
10,The Twelve Apostles,5,Jones,Starr is Born,7,Nick,88.85,100.53,94.56,91.27,2017,1
11,The Twelve Apostles,5,Jones,The fishingtons,8,Buddy,103.01,107.4,96.02,92.2,2017,1
12,The Twelve Apostles,5,Jones,The Scientist,9,Kyle,96.91,100.5,105.69,100.23,2017,1
13,The Twelve Apostles,5,Jones,Thug Bungalow,10,Michael,103.98,106.67,99.24,95.03,2017,1
15,The Twelve Apostles,5,Jones,The fishingtons,8,Buddy,95.18,58.53,103.04,135.87,2017,0
16,The Twelve Apostles,5,Jones,who invited canada,13,Peter,83.18,83.8,92.88,113.47,2017,0
1,SuperCam That Ho,6,Lauren,Thug Bungalow,10,Michael,112.18,59.27,103.11,113.63,2017,0
2,SuperCam That Ho,6,Lauren,Thunder Crotches,11,Jake,103.65,73.53,99.82,120.27,2017,0
3,SuperCam That Ho,6,Lauren,Big Blue,12,Frags,96.66,95.23,112.74,88.53,2017,1
4,SuperCam That Ho,6,Lauren,who invited canada,13,Peter,97.85,80.07,106.93,91.87,2017,0
5,SuperCam That Ho,6,Lauren,The Ice Cold Bruschi,1,Ricky,94.07,81.37,102.88,129.53,2017,0
6,SuperCam That Ho,6,Lauren,Immortal Duffmen,2,Pat,102.85,97.5,97.86,78.5,2017,1
7,SuperCam That Ho,6,Lauren,Jadeveon's Hit Men,3,Tim,90.97,65.73,94.57,86.13,2017,0
8,SuperCam That Ho,6,Lauren,John Brown's Army,4,Eric,75.2,64.07,91.58,87.2,2017,0
9,SuperCam That Ho,6,Lauren,The Twelve Apostles,5,Jones,86.01,116.67,91.29,99.4,2017,1
10,SuperCam That Ho,6,Lauren,We're Back,14,Nate,92.33,107.93,104.8,106.17,2017,1
11,SuperCam That Ho,6,Lauren,Starr is Born,7,Nick,88.28,50.0,100.8,115.47,2017,0
12,SuperCam That Ho,6,Lauren,The fishingtons,8,Buddy,99.61,73.1,91.01,105.97,2017,0
13,SuperCam That Ho,6,Lauren,The Scientist,9,Kyle,93.56,65.43,102.75,113.1,2017,0
1,Starr is Born,7,Nick,The Scientist,9,Kyle,99.08,88.33,99.95,100.03,2017,0
2,Starr is Born,7,Nick,Thug Bungalow,10,Michael,115.98,111.07,107.02,151.97,2017,0
3,Starr is Born,7,Nick,Thunder Crotches,11,Jake,105.03,80.53,109.69,107.4,2017,0
4,Starr is Born,7,Nick,Big Blue,12,Frags,98.44,112.87,124.65,131.2,2017,0
5,Starr is Born,7,Nick,who invited canada,13,Peter,110.46,91.9,98.48,108.1,2017,0
6,Starr is Born,7,Nick,The Ice Cold Bruschi,1,Ricky,100.66,107.9,108.96,103.6,2017,1
7,Starr is Born,7,Nick,Immortal Duffmen,2,Pat,109.54,127.17,109.86,112.43,2017,1
8,Starr is Born,7,Nick,Jadeveon's Hit Men,3,Tim,111.67,135.5,86.22,102.6,2017,1
9,Starr is Born,7,Nick,John Brown's Army,4,Eric,98.17,111.57,31.6,14.3,2017,1
10,Starr is Born,7,Nick,The Twelve Apostles,5,Jones,94.56,91.27,88.85,100.53,2017,0
11,Starr is Born,7,Nick,SuperCam That Ho,6,Lauren,100.8,115.47,88.28,50.0,2017,1
12,Starr is Born,7,Nick,We're Back,14,Nate,100.78,80.9,117.86,120.13,2017,0
13,Starr is Born,7,Nick,The fishingtons,8,Buddy,97.17,100.57,109.4,90.57,2017,1
14,Starr is Born,7,Nick,Jadeveon's Hit Men,3,Tim,99.41,122.27,98.53,89.33,2017,1
15,Starr is Born,7,Nick,The Ice Cold Bruschi,1,Ricky,102.63,120.87,123.56,101.37,2017,1
16,Starr is Born,7,Nick,Thunder Crotches,11,Jake,105.8,88.23,109.7,103.13,2017,0
1,The fishingtons,8,Buddy,We're Back,14,Nate,106.09,87.5,111.5,107.43,2017,0
2,The fishingtons,8,Buddy,The Scientist,9,Kyle,111.57,112.0,104.97,63.37,2017,1
3,The fishingtons,8,Buddy,Thug Bungalow,10,Michael,110.54,96.5,113.33,74.27,2017,1
4,The fishingtons,8,Buddy,Thunder Crotches,11,Jake,106.5,54.77,114.13,87.47,2017,0
5,The fishingtons,8,Buddy,Big Blue,12,Frags,78.75,93.1,119.6,86.1,2017,1
6,The fishingtons,8,Buddy,who invited canada,13,Peter,112.73,116.87,100.59,116.03,2017,1
7,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,108.36,70.37,109.52,104.8,2017,0
8,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,95.01,87.97,100.45,89.67,2017,0
9,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,76.82,75.83,95.87,113.5,2017,0
10,The fishingtons,8,Buddy,John Brown's Army,4,Eric,98.72,94.37,83.97,93.37,2017,1
11,The fishingtons,8,Buddy,The Twelve Apostles,5,Jones,96.02,92.2,103.01,107.4,2017,0
12,The fishingtons,8,Buddy,SuperCam That Ho,6,Lauren,91.01,105.97,99.61,73.1,2017,1
13,The fishingtons,8,Buddy,Starr is Born,7,Nick,109.4,90.57,97.17,100.57,2017,0
14,The fishingtons,8,Buddy,The Scientist,9,Kyle,93.39,89.77,97.7,87.3,2017,1
15,The fishingtons,8,Buddy,The Twelve Apostles,5,Jones,103.04,135.87,95.18,58.53,2017,1
16,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,105.38,97.2,104.6,89.87,2017,1
1,The Scientist,9,Kyle,Starr is Born,7,Nick,99.95,100.03,99.08,88.33,2017,1
2,The Scientist,9,Kyle,The fishingtons,8,Buddy,104.97,63.37,111.57,112.0,2017,0
3,The Scientist,9,Kyle,We're Back,14,Nate,96.12,101.1,112.07,153.9,2017,0
4,The Scientist,9,Kyle,Thug Bungalow,10,Michael,110.94,97.1,117.96,90.97,2017,1
5,The Scientist,9,Kyle,Thunder Crotches,11,Jake,94.8,107.67,87.5,113.33,2017,0
6,The Scientist,9,Kyle,Big Blue,12,Frags,97.8,68.8,114.21,107.7,2017,0
7,The Scientist,9,Kyle,who invited canada,13,Peter,89.47,98.57,85.38,97.3,2017,1
8,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,84.77,78.93,109.09,116.17,2017,0
9,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,94.74,115.2,93.85,94.87,2017,1
10,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,95.04,70.5,104.05,108.27,2017,0
11,The Scientist,9,Kyle,John Brown's Army,4,Eric,97.06,110.5,87.36,134.53,2017,0
12,The Scientist,9,Kyle,The Twelve Apostles,5,Jones,105.69,100.23,96.91,100.5,2017,0
13,The Scientist,9,Kyle,SuperCam That Ho,6,Lauren,102.75,113.1,93.56,65.43,2017,1
14,The Scientist,9,Kyle,The fishingtons,8,Buddy,97.7,87.3,93.39,89.77,2017,0
15,The Scientist,9,Kyle,John Brown's Army,4,Eric,102.85,111.43,82.78,56.23,2017,1
1,Thug Bungalow,10,Michael,SuperCam That Ho,6,Lauren,103.11,113.63,112.18,59.27,2017,1
2,Thug Bungalow,10,Michael,Starr is Born,7,Nick,107.02,151.97,115.98,111.07,2017,1
3,Thug Bungalow,10,Michael,The fishingtons,8,Buddy,113.33,74.27,110.54,96.5,2017,0
4,Thug Bungalow,10,Michael,The Scientist,9,Kyle,117.96,90.97,110.94,97.1,2017,0
5,Thug Bungalow,10,Michael,We're Back,14,Nate,98.97,93.6,106.77,114.37,2017,0
6,Thug Bungalow,10,Michael,Thunder Crotches,11,Jake,112.76,97.6,106.91,108.3,2017,0
7,Thug Bungalow,10,Michael,Big Blue,12,Frags,106.33,99.1,101.55,87.5,2017,1
8,Thug Bungalow,10,Michael,who invited canada,13,Peter,104.95,91.03,94.64,104.27,2017,0
9,Thug Bungalow,10,Michael,The Ice Cold Bruschi,1,Ricky,110.02,84.37,98.88,114.63,2017,0
10,Thug Bungalow,10,Michael,Immortal Duffmen,2,Pat,84.47,72.3,95.42,89.73,2017,0
11,Thug Bungalow,10,Michael,Jadeveon's Hit Men,3,Tim,105.56,80.07,95.42,105.43,2017,0
12,Thug Bungalow,10,Michael,John Brown's Army,4,Eric,110.45,116.33,96.07,89.87,2017,1
13,Thug Bungalow,10,Michael,The Twelve Apostles,5,Jones,99.24,95.03,103.98,106.67,2017,0
1,Thunder Crotches,11,Jake,The Twelve Apostles,5,Jones,103.79,117.33,103.76,90.17,2017,1
2,Thunder Crotches,11,Jake,SuperCam That Ho,6,Lauren,99.82,120.27,103.65,73.53,2017,1
3,Thunder Crotches,11,Jake,Starr is Born,7,Nick,109.69,107.4,105.03,80.53,2017,1
4,Thunder Crotches,11,Jake,The fishingtons,8,Buddy,114.13,87.47,106.5,54.77,2017,1
5,Thunder Crotches,11,Jake,The Scientist,9,Kyle,87.5,113.33,94.8,107.67,2017,1
6,Thunder Crotches,11,Jake,Thug Bungalow,10,Michael,106.91,108.3,112.76,97.6,2017,1
7,Thunder Crotches,11,Jake,We're Back,14,Nate,95.75,110.23,115.24,106.4,2017,1
8,Thunder Crotches,11,Jake,Big Blue,12,Frags,97.91,101.43,106.65,117.4,2017,0
9,Thunder Crotches,11,Jake,who invited canada,13,Peter,103.52,94.33,87.61,71.43,2017,1
10,Thunder Crotches,11,Jake,The Ice Cold Bruschi,1,Ricky,104.76,93.6,111.51,124.6,2017,0
11,Thunder Crotches,11,Jake,Immortal Duffmen,2,Pat,106.01,108.4,106.19,92.93,2017,1
12,Thunder Crotches,11,Jake,Jadeveon's Hit Men,3,Tim,114.85,99.77,105.17,114.3,2017,0
13,Thunder Crotches,11,Jake,John Brown's Army,4,Eric,109.98,109.5,87.48,81.6,2017,1
15,Thunder Crotches,11,Jake,We're Back,14,Nate,103.48,136.37,111.99,84.77,2017,1
16,Thunder Crotches,11,Jake,Starr is Born,7,Nick,109.7,103.13,105.8,88.23,2017,1
1,Big Blue,12,Frags,John Brown's Army,4,Eric,100.8,82.27,100.82,67.0,2017,1
2,Big Blue,12,Frags,The Twelve Apostles,5,Jones,105.54,116.4,107.48,96.0,2017,1
3,Big Blue,12,Frags,SuperCam That Ho,6,Lauren,112.74,88.53,96.66,95.23,2017,0
4,Big Blue,12,Frags,Starr is Born,7,Nick,124.65,131.2,98.44,112.87,2017,1
5,Big Blue,12,Frags,The fishingtons,8,Buddy,119.6,86.1,78.75,93.1,2017,0
6,Big Blue,12,Frags,The Scientist,9,Kyle,114.21,107.7,97.8,68.8,2017,1
7,Big Blue,12,Frags,Thug Bungalow,10,Michael,101.55,87.5,106.33,99.1,2017,0
8,Big Blue,12,Frags,Thunder Crotches,11,Jake,106.65,117.4,97.91,101.43,2017,1
9,Big Blue,12,Frags,We're Back,14,Nate,92.84,57.83,89.02,89.9,2017,0
10,Big Blue,12,Frags,who invited canada,13,Peter,88.32,64.33,91.24,103.13,2017,0
11,Big Blue,12,Frags,The Ice Cold Bruschi,1,Ricky,91.84,100.13,112.65,134.63,2017,0
12,Big Blue,12,Frags,Immortal Duffmen,2,Pat,102.81,83.53,111.96,129.9,2017,0
13,Big Blue,12,Frags,Jadeveon's Hit Men,3,Tim,104.05,153.6,99.66,107.07,2017,1
14,Big Blue,12,Frags,We're Back,14,Nate,107.94,93.3,110.99,105.77,2017,0
15,Big Blue,12,Frags,Jadeveon's Hit Men,3,Tim,102.24,75.67,110.29,135.17,2017,0
1,who invited canada,13,Peter,Jadeveon's Hit Men,3,Tim,104.4,120.7,103.6,99.17,2017,1
2,who invited canada,13,Peter,John Brown's Army,4,Eric,103.33,55.53,107.23,123.9,2017,0
3,who invited canada,13,Peter,The Twelve Apostles,5,Jones,98.7,115.3,99.43,91.13,2017,1
4,who invited canada,13,Peter,SuperCam That Ho,6,Lauren,106.93,91.87,97.85,80.07,2017,1
5,who invited canada,13,Peter,Starr is Born,7,Nick,98.48,108.1,110.46,91.9,2017,1
6,who invited canada,13,Peter,The fishingtons,8,Buddy,100.59,116.03,112.73,116.87,2017,0
7,who invited canada,13,Peter,The Scientist,9,Kyle,85.38,97.3,89.47,98.57,2017,0
8,who invited canada,13,Peter,Thug Bungalow,10,Michael,94.64,104.27,104.95,91.03,2017,1
9,who invited canada,13,Peter,Thunder Crotches,11,Jake,87.61,71.43,103.52,94.33,2017,0
10,who invited canada,13,Peter,Big Blue,12,Frags,91.24,103.13,88.32,64.33,2017,1
11,who invited canada,13,Peter,We're Back,14,Nate,94.37,80.67,106.77,110.13,2017,0
12,who invited canada,13,Peter,The Ice Cold Bruschi,1,Ricky,88.06,82.07,125.01,113.87,2017,0
13,who invited canada,13,Peter,Immortal Duffmen,2,Pat,98.65,60.97,103.66,90.77,2017,0
14,who invited canada,13,Peter,John Brown's Army,4,Eric,92.36,120.73,85.01,103.27,2017,1
15,who invited canada,13,Peter,Immortal Duffmen,2,Pat,100.55,79.17,88.64,84.77,2017,0
16,who invited canada,13,Peter,The Twelve Apostles,5,Jones,92.88,113.47,83.18,83.8,2017,1
1,We're Back,14,Nate,The fishingtons,8,Buddy,111.5,107.43,106.09,87.5,2017,1
2,We're Back,14,Nate,Immortal Duffmen,2,Pat,113.15,96.27,107.04,88.37,2017,1
3,We're Back,14,Nate,The Scientist,9,Kyle,112.07,153.9,96.12,101.1,2017,1
4,We're Back,14,Nate,Jadeveon's Hit Men,3,Tim,110.73,95.7,112.43,109.67,2017,0
5,We're Back,14,Nate,Thug Bungalow,10,Michael,106.77,114.37,98.97,93.6,2017,1
6,We're Back,14,Nate,John Brown's Army,4,Eric,105.78,99.63,100.98,73.07,2017,1
7,We're Back,14,Nate,Thunder Crotches,11,Jake,115.24,106.4,95.75,110.23,2017,0
8,We're Back,14,Nate,The Twelve Apostles,5,Jones,108.89,96.97,98.73,132.37,2017,0
9,We're Back,14,Nate,Big Blue,12,Frags,89.02,89.9,92.84,57.83,2017,1
10,We're Back,14,Nate,SuperCam That Ho,6,Lauren,104.8,106.17,92.33,107.93,2017,0
11,We're Back,14,Nate,who invited canada,13,Peter,106.77,110.13,94.37,80.67,2017,1
12,We're Back,14,Nate,Starr is Born,7,Nick,117.86,120.13,100.78,80.9,2017,1
13,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,108.94,99.1,119.77,124.17,2017,0
14,We're Back,14,Nate,Big Blue,12,Frags,110.99,105.77,107.94,93.3,2017,1
15,We're Back,14,Nate,Thunder Crotches,11,Jake,111.99,84.77,103.48,136.37,2017,0
