week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
3,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,143.04,159.66,173.17,158.68,2019,1
4,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,141.18,140.7,119.62,109.08,2019,1
5,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,142.53,140.1,142.1,142.34,2019,0
6,John Brown's Army,4,Eric,who invited canada,14,Peter,148.44,165.52,136.9,144.0,2019,1
7,John Brown's Army,4,Eric,Saquon These Nuts,5,Frags,152.45,124.14,135.5,93.36,2019,1
8,John Brown's Army,4,Eric,Starr is Born,6,Nick,139.05,192.26,135.01,108.58,2019,1
9,John Brown's Army,4,Eric,SuperCam That Ho,7,Lauren,129.69,95.56,109.68,141.28,2019,0
10,John Brown's Army,4,Eric,The fishingtons,8,Buddy,149.37,136.84,110.88,110.22,2019,1
11,John Brown's Army,4,Eric,The Scientist,9,Kyle,146.26,130.78,118.18,143.82,2019,0
12,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,129.02,101.5,142.86,103.5,2019,0
13,John Brown's Army,4,Eric,Thug Bungalow,11,Michael,145.52,131.1,140.58,155.9,2019,0
14,John Brown's Army,4,Eric,Starr is Born,6,Nick,132.7,110.62,133.6,123.24,2019,0
15,John Brown's Army,4,Eric,We're Back,13,Nate,111.89,110.1,142.3,131.08,2019,0
1,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,137.37,161.64,141.33,146.92,2019,1
2,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,142.69,146.76,138.28,70.82,2019,1
3,Saquon These Nuts,5,Frags,We're Back,13,Nate,143.81,136.04,128.46,150.42,2019,0
4,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,122.85,154.9,146.0,150.98,2019,1
5,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,139.24,185.92,133.39,102.5,2019,1
6,Saquon These Nuts,5,Frags,Jadeveon's Hit Men,3,Tim,126.54,140.96,137.81,165.6,2019,0
7,Saquon These Nuts,5,Frags,John Brown's Army,4,Eric,135.5,93.36,152.45,124.14,2019,0
8,Saquon These Nuts,5,Frags,who invited canada,14,Peter,145.13,121.96,121.59,73.8,2019,1
9,Saquon These Nuts,5,Frags,Starr is Born,6,Nick,127.77,107.4,116.09,141.44,2019,0
10,Saquon These Nuts,5,Frags,SuperCam That Ho,7,Lauren,98.48,87.38,116.72,144.72,2019,0
11,Saquon These Nuts,5,Frags,The fishingtons,8,Buddy,122.02,83.94,120.5,172.54,2019,0
12,Saquon These Nuts,5,Frags,The Scientist,9,Kyle,117.68,107.5,125.97,86.84,2019,1
13,Saquon These Nuts,5,Frags,The Twelve Apostles,10,Jones,127.92,93.54,138.42,116.3,2019,0
15,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,102.29,106.72,122.54,129.8,2019,0
16,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,85.82,74.94,135.42,132.06,2019,0
1,Starr is Born,6,Nick,The Twelve Apostles,10,Jones,132.57,164.24,138.04,141.9,2019,1
2,Starr is Born,6,Nick,Thug Bungalow,11,Michael,132.81,97.0,143.26,137.94,2019,0
3,Starr is Born,6,Nick,Thunder Crotches,12,Jake,136.97,136.84,135.24,159.04,2019,0
4,Starr is Born,6,Nick,We're Back,13,Nate,132.51,132.44,133.64,133.98,2019,0
5,Starr is Born,6,Nick,The Ice Cold Bruschi,1,Ricky,127.76,150.66,145.99,120.64,2019,1
6,Starr is Born,6,Nick,Immortal Duffmen,2,Pat,112.36,113.3,130.96,188.74,2019,0
7,Starr is Born,6,Nick,Jadeveon's Hit Men,3,Tim,126.92,152.96,127.04,125.12,2019,1
8,Starr is Born,6,Nick,John Brown's Army,4,Eric,135.01,108.58,139.05,192.26,2019,0
9,Starr is Born,6,Nick,Saquon These Nuts,5,Frags,116.09,141.44,127.77,107.4,2019,1
10,Starr is Born,6,Nick,who invited canada,14,Peter,119.76,107.14,113.7,90.86,2019,1
11,Starr is Born,6,Nick,SuperCam That Ho,7,Lauren,129.47,124.84,131.56,88.86,2019,1
12,Starr is Born,6,Nick,The fishingtons,8,Buddy,123.28,148.16,131.13,161.86,2019,0
13,Starr is Born,6,Nick,The Scientist,9,Kyle,135.85,114.26,136.6,102.06,2019,1
14,Starr is Born,6,Nick,John Brown's Army,4,Eric,133.6,123.24,132.7,110.62,2019,1
15,Starr is Born,6,Nick,The Twelve Apostles,10,Jones,134.22,136.86,141.44,129.54,2019,1
16,Starr is Born,6,Nick,The fishingtons,8,Buddy,143.93,140.78,135.99,123.14,2019,1
1,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,134.61,93.86,126.25,64.7,2019,1
2,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,119.94,87.82,140.06,143.5,2019,0
3,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,121.02,115.78,134.15,143.46,2019,0
4,SuperCam That Ho,7,Lauren,Thunder Crotches,12,Jake,119.63,102.84,133.07,81.32,2019,1
5,SuperCam That Ho,7,Lauren,We're Back,13,Nate,119.27,135.64,131.16,150.2,2019,0
6,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,120.78,123.22,136.33,135.24,2019,0
7,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,102.19,81.14,131.32,102.96,2019,0
8,SuperCam That Ho,7,Lauren,Jadeveon's Hit Men,3,Tim,135.91,116.9,134.48,157.56,2019,0
9,SuperCam That Ho,7,Lauren,John Brown's Army,4,Eric,109.68,141.28,129.69,95.56,2019,1
10,SuperCam That Ho,7,Lauren,Saquon These Nuts,5,Frags,116.72,144.72,98.48,87.38,2019,1
11,SuperCam That Ho,7,Lauren,Starr is Born,6,Nick,131.56,88.86,129.47,124.84,2019,0
12,SuperCam That Ho,7,Lauren,who invited canada,14,Peter,104.06,102.52,114.76,81.78,2019,1
13,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,109.43,115.1,124.04,145.08,2019,0
14,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,116.85,107.16,130.79,118.22,2019,0
15,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,120.6,124.2,106.16,114.48,2019,1
1,The fishingtons,8,Buddy,who invited canada,14,Peter,139.82,147.92,125.45,103.32,2019,1
2,The fishingtons,8,Buddy,The Scientist,9,Kyle,138.73,120.26,135.6,133.5,2019,0
3,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,134.63,129.8,134.98,133.14,2019,0
4,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,137.09,105.68,141.95,94.6,2019,1
5,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,129.51,151.02,123.14,130.32,2019,1
6,The fishingtons,8,Buddy,We're Back,13,Nate,131.25,125.82,146.27,119.92,2019,1
7,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,124.44,135.26,139.01,102.52,2019,1
8,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,121.71,122.9,121.5,144.54,2019,0
9,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,127.09,118.54,129.35,135.74,2019,0
10,The fishingtons,8,Buddy,John Brown's Army,4,Eric,110.88,110.22,149.37,136.84,2019,0
11,The fishingtons,8,Buddy,Saquon These Nuts,5,Frags,120.5,172.54,122.02,83.94,2019,1
12,The fishingtons,8,Buddy,Starr is Born,6,Nick,131.13,161.86,123.28,148.16,2019,1
13,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,124.04,145.08,109.43,115.1,2019,1
14,The fishingtons,8,Buddy,We're Back,13,Nate,139.19,136.2,150.06,124.48,2019,1
15,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,132.93,130.02,146.36,126.62,2019,1
16,The fishingtons,8,Buddy,Starr is Born,6,Nick,135.99,123.14,143.93,140.78,2019,0
1,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,126.25,64.7,134.61,93.86,2019,0
2,The Scientist,9,Kyle,The fishingtons,8,Buddy,135.6,133.5,138.73,120.26,2019,1
3,The Scientist,9,Kyle,who invited canada,14,Peter,132.87,116.1,125.26,163.42,2019,0
4,The Scientist,9,Kyle,The Twelve Apostles,10,Jones,124.11,102.98,136.79,139.7,2019,0
5,The Scientist,9,Kyle,Thug Bungalow,11,Michael,116.55,110.9,130.15,144.48,2019,0
6,The Scientist,9,Kyle,Thunder Crotches,12,Jake,114.02,99.06,112.81,83.62,2019,1
7,The Scientist,9,Kyle,We're Back,13,Nate,128.07,119.52,122.72,105.52,2019,1
8,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,124.65,164.82,139.06,165.66,2019,0
9,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,125.91,134.12,122.47,90.36,2019,1
10,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,129.0,127.18,124.37,136.52,2019,0
11,The Scientist,9,Kyle,John Brown's Army,4,Eric,118.18,143.82,146.26,130.78,2019,1
12,The Scientist,9,Kyle,Saquon These Nuts,5,Frags,125.97,86.84,117.68,107.5,2019,0
13,The Scientist,9,Kyle,Starr is Born,6,Nick,136.6,102.06,135.85,114.26,2019,0
14,The Scientist,9,Kyle,Thug Bungalow,11,Michael,124.3,114.36,138.4,122.1,2019,0
15,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,106.16,114.48,120.6,124.2,2019,0
1,The Twelve Apostles,10,Jones,Starr is Born,6,Nick,138.04,141.9,132.57,164.24,2019,0
2,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,140.06,143.5,119.94,87.82,2019,1
3,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,134.98,133.14,134.63,129.8,2019,1
4,The Twelve Apostles,10,Jones,The Scientist,9,Kyle,136.79,139.7,124.11,102.98,2019,1
5,The Twelve Apostles,10,Jones,who invited canada,14,Peter,124.71,166.22,122.31,137.34,2019,1
6,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,135.24,128.3,130.4,107.14,2019,1
7,The Twelve Apostles,10,Jones,Thunder Crotches,12,Jake,134.85,121.54,112.54,115.56,2019,1
8,The Twelve Apostles,10,Jones,We're Back,13,Nate,142.85,145.18,137.15,126.28,2019,1
9,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,119.33,158.12,148.8,121.0,2019,1
10,The Twelve Apostles,10,Jones,Immortal Duffmen,2,Pat,137.41,152.48,119.13,91.78,2019,1
11,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,95.7,112.62,135.75,91.36,2019,1
12,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,142.86,103.5,129.02,101.5,2019,1
13,The Twelve Apostles,10,Jones,Saquon These Nuts,5,Frags,138.42,116.3,127.92,93.54,2019,1
15,The Twelve Apostles,10,Jones,Starr is Born,6,Nick,141.44,129.54,134.22,136.86,2019,0
16,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,135.9,157.96,139.2,113.96,2019,1
1,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,141.33,146.92,137.37,161.64,2019,0
2,Thug Bungalow,11,Michael,Starr is Born,6,Nick,143.26,137.94,132.81,97.0,2019,1
3,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,134.15,143.46,121.02,115.78,2019,1
4,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,141.95,94.6,137.09,105.68,2019,0
5,Thug Bungalow,11,Michael,The Scientist,9,Kyle,130.15,144.48,116.55,110.9,2019,1
6,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,130.4,107.14,135.24,128.3,2019,0
7,Thug Bungalow,11,Michael,who invited canada,14,Peter,119.71,85.24,132.51,101.16,2019,0
8,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,116.47,99.38,101.06,125.9,2019,0
9,Thug Bungalow,11,Michael,We're Back,13,Nate,115.32,100.26,139.74,142.0,2019,0
10,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,135.29,168.12,142.54,109.42,2019,1
11,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,131.38,118.96,131.66,126.74,2019,0
12,Thug Bungalow,11,Michael,Jadeveon's Hit Men,3,Tim,133.02,120.44,136.0,141.02,2019,0
13,Thug Bungalow,11,Michael,John Brown's Army,4,Eric,140.58,155.9,145.52,131.1,2019,1
14,Thug Bungalow,11,Michael,The Scientist,9,Kyle,138.4,122.1,124.3,114.36,2019,1
15,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,141.77,106.74,150.18,168.98,2019,0
16,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,135.42,132.06,85.82,74.94,2019,1
1,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,139.15,140.8,134.37,174.72,2019,0
2,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,138.28,70.82,142.69,146.76,2019,0
3,Thunder Crotches,12,Jake,Starr is Born,6,Nick,135.24,159.04,136.97,136.84,2019,1
4,Thunder Crotches,12,Jake,SuperCam That Ho,7,Lauren,133.07,81.32,119.63,102.84,2019,0
5,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,123.14,130.32,129.51,151.02,2019,0
6,Thunder Crotches,12,Jake,The Scientist,9,Kyle,112.81,83.62,114.02,99.06,2019,0
7,Thunder Crotches,12,Jake,The Twelve Apostles,10,Jones,112.54,115.56,134.85,121.54,2019,0
8,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,101.06,125.9,116.47,99.38,2019,1
9,Thunder Crotches,12,Jake,who invited canada,14,Peter,108.79,83.68,108.85,144.04,2019,0
10,Thunder Crotches,12,Jake,We're Back,13,Nate,103.93,116.78,122.25,139.3,2019,0
11,Thunder Crotches,12,Jake,The Ice Cold Bruschi,1,Ricky,113.29,125.56,142.64,129.08,2019,0
12,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,106.2,86.18,124.93,94.84,2019,0
13,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,112.68,105.4,133.25,107.22,2019,0
1,We're Back,13,Nate,Jadeveon's Hit Men,3,Tim,143.49,144.54,136.83,142.7,2019,1
2,We're Back,13,Nate,John Brown's Army,4,Eric,144.74,103.52,141.51,173.62,2019,0
3,We're Back,13,Nate,Saquon These Nuts,5,Frags,128.46,150.42,143.81,136.04,2019,1
4,We're Back,13,Nate,Starr is Born,6,Nick,133.64,133.98,132.51,132.44,2019,1
5,We're Back,13,Nate,SuperCam That Ho,7,Lauren,131.16,150.2,119.27,135.64,2019,1
6,We're Back,13,Nate,The fishingtons,8,Buddy,146.27,119.92,131.25,125.82,2019,0
7,We're Back,13,Nate,The Scientist,9,Kyle,122.72,105.52,128.07,119.52,2019,0
8,We're Back,13,Nate,The Twelve Apostles,10,Jones,137.15,126.28,142.85,145.18,2019,0
9,We're Back,13,Nate,Thug Bungalow,11,Michael,139.74,142.0,115.32,100.26,2019,1
10,We're Back,13,Nate,Thunder Crotches,12,Jake,122.25,139.3,103.93,116.78,2019,1
11,We're Back,13,Nate,who invited canada,14,Peter,128.61,143.76,114.29,86.98,2019,1
12,We're Back,13,Nate,The Ice Cold Bruschi,1,Ricky,123.12,126.58,148.38,177.96,2019,0
13,We're Back,13,Nate,Immortal Duffmen,2,Pat,154.9,124.54,108.62,121.68,2019,1
14,We're Back,13,Nate,The fishingtons,8,Buddy,150.06,124.48,139.19,136.2,2019,0
15,We're Back,13,Nate,John Brown's Army,4,Eric,142.3,131.08,111.89,110.1,2019,1
1,who invited canada,14,Peter,The fishingtons,8,Buddy,125.45,103.32,139.82,147.92,2019,0
2,who invited canada,14,Peter,Immortal Duffmen,2,Pat,132.85,114.26,141.39,165.8,2019,0
3,who invited canada,14,Peter,The Scientist,9,Kyle,125.26,163.42,132.87,116.1,2019,1
4,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,124.52,143.3,133.16,125.2,2019,1
5,who invited canada,14,Peter,The Twelve Apostles,10,Jones,122.31,137.34,124.71,166.22,2019,0
6,who invited canada,14,Peter,John Brown's Army,4,Eric,136.9,144.0,148.44,165.52,2019,0
7,who invited canada,14,Peter,Thug Bungalow,11,Michael,132.51,101.16,119.71,85.24,2019,1
8,who invited canada,14,Peter,Saquon These Nuts,5,Frags,121.59,73.8,145.13,121.96,2019,0
9,who invited canada,14,Peter,Thunder Crotches,12,Jake,108.85,144.04,108.79,83.68,2019,1
10,who invited canada,14,Peter,Starr is Born,6,Nick,113.7,90.86,119.76,107.14,2019,0
11,who invited canada,14,Peter,We're Back,13,Nate,114.29,86.98,128.61,143.76,2019,0
12,who invited canada,14,Peter,SuperCam That Ho,7,Lauren,114.76,81.78,104.06,102.52,2019,0
13,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,117.43,123.52,148.33,149.3,2019,0
1,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,138.1,148.98,144.68,158.92,2020,0
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,134.73,142.4,130.45,121.98,2020,1
3,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,141.26,164.74,145.94,133.58,2020,1
4,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,143.28,147.62,117.85,120.04,2020,1
5,The Ice Cold Bruschi,1,Ricky,Starr is Born,6,Nick,146.58,137.32,121.36,126.32,2020,1
6,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,144.67,106.18,114.56,122.76,2020,0
7,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,142.08,107.88,96.84,99.08,2020,1
8,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,148.23,174.44,127.62,102.82,2020,1
9,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,131.43,132.08,87.8,83.8,2020,1
10,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,127.57,95.22,122.68,120.1,2020,0
11,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,12,Jake,144.07,162.82,131.14,119.28,2020,1
12,The Ice Cold Bruschi,1,Ricky,We're Back,13,Nate,152.87,197.38,132.88,94.02,2020,1
13,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,153.57,102.22,156.21,170.5,2020,0
14,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,152.25,162.92,130.18,91.66,2020,1
15,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,152.73,143.76,145.65,134.12,2020,1
16,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,140.48,116.62,144.0,122.78,2020,0
1,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,144.68,158.92,138.1,148.98,2020,1
2,Immortal Duffmen,2,Pat,who invited canada,14,Peter,133.42,100.2,142.03,154.18,2020,0
3,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,119.79,119.56,133.36,117.1,2020,1
4,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,121.54,118.8,134.59,132.46,2020,0
5,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,128.21,145.36,113.15,95.06,2020,1
6,Immortal Duffmen,2,Pat,Starr is Born,6,Nick,134.91,129.6,128.25,92.44,2020,1
7,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,123.49,179.96,139.09,155.22,2020,1
8,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,136.07,133.24,110.34,100.7,2020,1
9,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,143.94,136.44,122.99,107.9,2020,1
10,Immortal Duffmen,2,Pat,The Twelve Apostles,10,Jones,133.45,121.22,114.22,114.2,2020,1
11,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,141.04,170.66,121.93,78.16,2020,1
12,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,134.98,164.12,127.99,106.34,2020,1
13,Immortal Duffmen,2,Pat,We're Back,13,Nate,143.75,135.14,132.56,167.96,2020,0
15,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,145.65,134.12,152.73,143.76,2020,0
16,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,135.79,144.76,131.83,101.06,2020,1
1,Jadeveon's Hit Men,3,Tim,We're Back,13,Nate,141.38,122.94,129.09,126.6,2020,0
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,130.45,121.98,134.73,142.4,2020,0
3,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,133.36,117.1,119.79,119.56,2020,0
4,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,130.09,137.04,145.68,125.2,2020,1
5,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,116.77,133.4,123.56,129.82,2020,1
6,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,5,Frags,119.4,76.02,114.55,84.62,2020,0
7,Jadeveon's Hit Men,3,Tim,Starr is Born,6,Nick,129.14,123.0,126.39,121.06,2020,1
8,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,7,Lauren,123.73,89.16,142.05,147.04,2020,0
9,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,128.28,101.8,111.34,127.38,2020,0
10,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,118.8,128.36,122.79,129.16,2020,0
11,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,117.07,102.06,116.01,107.64,2020,0
12,Jadeveon's Hit Men,3,Tim,Thug Bungalow,11,Michael,120.78,125.28,136.45,88.0,2020,1
13,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,112.93,140.7,123.77,111.9,2020,1
14,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,108.47,84.52,118.72,121.4,2020,0
15,Jadeveon's Hit Men,3,Tim,We're Back,13,Nate,122.43,139.56,117.69,106.12,2020,1
1,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,141.86,150.74,140.86,142.16,2020,1
2,John Brown's Army,4,Eric,We're Back,13,Nate,140.32,150.28,121.6,142.88,2020,1
3,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,145.94,133.58,141.26,164.74,2020,0
4,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,134.59,132.46,121.54,118.8,2020,1
5,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,123.56,129.82,116.77,133.4,2020,0
6,John Brown's Army,4,Eric,who invited canada,14,Peter,139.95,156.88,131.71,110.68,2020,1
7,John Brown's Army,4,Eric,Saquon These Nuts,5,Frags,135.41,106.12,102.49,86.7,2020,1
8,John Brown's Army,4,Eric,Starr is Born,6,Nick,113.62,112.06,119.49,110.46,2020,1
9,John Brown's Army,4,Eric,SuperCam That Ho,7,Lauren,138.15,159.76,137.53,107.0,2020,1
10,John Brown's Army,4,Eric,The fishingtons,8,Buddy,127.31,129.12,129.04,105.94,2020,1
11,John Brown's Army,4,Eric,The Scientist,9,Kyle,133.98,152.46,126.34,127.94,2020,1
12,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,134.85,157.86,113.15,114.64,2020,1
13,John Brown's Army,4,Eric,Thug Bungalow,11,Michael,126.95,154.06,119.0,73.42,2020,1
15,John Brown's Army,4,Eric,who invited canada,14,Peter,130.89,135.36,145.05,174.26,2020,0
16,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,131.83,101.06,135.79,144.76,2020,0
1,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,132.3,118.18,138.64,145.1,2020,0
2,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,126.59,106.56,144.47,149.5,2020,0
3,Saquon These Nuts,5,Frags,We're Back,13,Nate,112.47,108.9,132.19,101.64,2020,1
4,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,117.85,120.04,143.28,147.62,2020,0
5,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,113.15,95.06,128.21,145.36,2020,0
6,Saquon These Nuts,5,Frags,Jadeveon's Hit Men,3,Tim,114.55,84.62,119.4,76.02,2020,1
7,Saquon These Nuts,5,Frags,John Brown's Army,4,Eric,102.49,86.7,135.41,106.12,2020,0
8,Saquon These Nuts,5,Frags,who invited canada,14,Peter,122.66,136.64,138.56,177.52,2020,0
9,Saquon These Nuts,5,Frags,Starr is Born,6,Nick,119.89,108.84,126.69,119.06,2020,0
10,Saquon These Nuts,5,Frags,SuperCam That Ho,7,Lauren,118.68,134.84,139.24,94.48,2020,1
11,Saquon These Nuts,5,Frags,The fishingtons,8,Buddy,113.04,132.22,119.25,132.92,2020,0
12,Saquon These Nuts,5,Frags,The Scientist,9,Kyle,117.82,86.2,125.36,100.72,2020,0
13,Saquon These Nuts,5,Frags,The Twelve Apostles,10,Jones,110.27,105.08,109.78,91.2,2020,1
1,Starr is Born,6,Nick,The Twelve Apostles,10,Jones,121.69,107.36,137.96,118.8,2020,0
2,Starr is Born,6,Nick,Thug Bungalow,11,Michael,125.28,137.28,145.71,141.14,2020,0
3,Starr is Born,6,Nick,Thunder Crotches,12,Jake,101.69,95.28,138.55,144.88,2020,0
4,Starr is Born,6,Nick,We're Back,13,Nate,130.46,154.96,126.63,129.3,2020,1
5,Starr is Born,6,Nick,The Ice Cold Bruschi,1,Ricky,121.36,126.32,146.58,137.32,2020,0
6,Starr is Born,6,Nick,Immortal Duffmen,2,Pat,128.25,92.44,134.91,129.6,2020,0
7,Starr is Born,6,Nick,Jadeveon's Hit Men,3,Tim,126.39,121.06,129.14,123.0,2020,0
8,Starr is Born,6,Nick,John Brown's Army,4,Eric,119.49,110.46,113.62,112.06,2020,0
9,Starr is Born,6,Nick,Saquon These Nuts,5,Frags,126.69,119.06,119.89,108.84,2020,1
10,Starr is Born,6,Nick,who invited canada,14,Peter,119.52,126.44,140.42,91.18,2020,1
11,Starr is Born,6,Nick,SuperCam That Ho,7,Lauren,123.3,99.54,137.29,140.28,2020,0
12,Starr is Born,6,Nick,The fishingtons,8,Buddy,104.22,124.6,136.68,133.2,2020,0
13,Starr is Born,6,Nick,The Scientist,9,Kyle,98.65,83.56,115.68,139.58,2020,0
1,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,137.7,101.28,131.32,127.2,2020,0
2,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,130.0,132.72,119.7,135.72,2020,0
3,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,140.24,144.2,142.38,180.7,2020,0
4,SuperCam That Ho,7,Lauren,Thunder Crotches,12,Jake,126.65,102.3,153.22,140.58,2020,0
5,SuperCam That Ho,7,Lauren,We're Back,13,Nate,138.32,135.98,134.68,135.06,2020,1
6,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,114.56,122.76,144.67,106.18,2020,1
7,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,139.09,155.22,123.49,179.96,2020,0
8,SuperCam That Ho,7,Lauren,Jadeveon's Hit Men,3,Tim,142.05,147.04,123.73,89.16,2020,1
9,SuperCam That Ho,7,Lauren,John Brown's Army,4,Eric,137.53,107.0,138.15,159.76,2020,0
10,SuperCam That Ho,7,Lauren,Saquon These Nuts,5,Frags,139.24,94.48,118.68,134.84,2020,0
11,SuperCam That Ho,7,Lauren,Starr is Born,6,Nick,137.29,140.28,123.3,99.54,2020,1
12,SuperCam That Ho,7,Lauren,who invited canada,14,Peter,130.58,119.0,151.13,112.26,2020,1
13,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,119.1,108.62,133.91,136.0,2020,0
