clinched_playoffs,division_id,draft_grade,draft_position,draft_recap_url,faab_balance,has_draft_grade,league_scoring_type,name,number_of_moves,number_of_trades,team_id,team_key,url,waiver_priority,season,managers.manager,roster_adds.coverage_type,roster_adds.coverage_value,roster_adds.value,team_logos.team_logo,team_points.coverage_type,team_points.season,team_points.total,team_standings.divisional_outcome_totals.losses,team_standings.divisional_outcome_totals.ties,team_standings.divisional_outcome_totals.wins,team_standings.outcome_totals.losses,team_standings.outcome_totals.percentage,team_standings.outcome_totals.ties,team_standings.outcome_totals.wins,team_standings.playoff_seed,team_standings.points_against,team_standings.points_for,team_standings.rank,team_standings.streak.type,team_standings.streak.value,is_owned_by_current_login
1.0,,C,,https://football.fantasysports.yahoo.com/2022/f1/564704/4/draftrecap,4,1,head,"b""John Brown's Army""",14,0,4,414.l.564704.t.4,https://football.fantasysports.yahoo.com/2022/f1/564704/4,13,2022,"Manager({
  ""felo_score"": 694,
  ""felo_tier"": ""silver"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/a36195ab1a4123c414d97a091f570bcc3becef6c70ce5681dd0d52ab8ee217ed.jpg""
})",season,2022,1747.76,,,,3,0.786,0,11,2.0,1448.9,1747.76,1,win,2,
1.0,,B-,,https://football.fantasysports.yahoo.com/2022/f1/564704/14/draftrecap,0,1,head,b'who invited canada',34,0,14,414.l.564704.t.14,https://football.fantasysports.yahoo.com/2022/f1/564704/14,14,2022,"Manager({
  ""felo_score"": 797,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Peter""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2022,1671.96,,,,1,0.929,0,13,1.0,1372.9599999999998,1671.96,2,win,6,
1.0,,B-,,https://football.fantasysports.yahoo.com/2022/f1/564704/13/draftrecap,59,1,head,"b""We're Back""",11,1,13,414.l.564704.t.13,https://football.fantasysports.yahoo.com/2022/f1/564704/13,10,2022,"Manager({
  ""felo_score"": 650,
  ""felo_tier"": ""silver"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Nate""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/844976530506c7dbf09a20321a79a79df383d4e91c380063e91a95d8fba1517e.jpg""
})",season,2022,1534.62,,,,5,0.643,0,9,5.0,1457.5,1534.62,3,win,2,
1.0,,C,,https://football.fantasysports.yahoo.com/2022/f1/564704/10/draftrecap,40,1,head,b'The Twelve Apostles',16,0,10,414.l.564704.t.10,https://football.fantasysports.yahoo.com/2022/f1/564704/10,12,2022,"Manager({
  ""felo_score"": 709,
  ""felo_tier"": ""gold"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 10,
  ""nickname"": ""Matt Jones""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2022,1680.36,,,,5,0.643,0,9,3.0,1482.18,1680.36,4,win,4,
1.0,,B-,,https://football.fantasysports.yahoo.com/2022/f1/564704/8/draftrecap,97,1,head,b'The fishingtons',8,0,8,414.l.564704.t.8,https://football.fantasysports.yahoo.com/2022/f1/564704/8,11,2022,"Manager({
  ""felo_score"": 764,
  ""felo_tier"": ""gold"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2022,1583.0,,,,5,0.643,0,9,4.0,1467.2599999999998,1583.0,5,loss,1,
1.0,,B+,,https://football.fantasysports.yahoo.com/2022/f1/564704/7/draftrecap,39,1,head,b'SuperCam That Ho',8,0,7,414.l.564704.t.7,https://football.fantasysports.yahoo.com/2022/f1/564704/7,9,2022,"Manager({
  ""felo_score"": 536,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Lauren""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2022,1499.34,,,,6,0.571,0,8,6.0,1508.3200000000002,1499.34,6,win,1,
,,C-,,https://football.fantasysports.yahoo.com/2022/f1/564704/9/draftrecap,30,1,head,b'The Scientist',18,0,9,414.l.564704.t.9,https://football.fantasysports.yahoo.com/2022/f1/564704/9,4,2022,"Manager({
  ""felo_score"": 598,
  ""felo_tier"": ""bronze"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2022,1294.62,,,,9,0.357,0,5,11.0,1479.0200000000002,1294.62,7,loss,2,
,,B,,https://football.fantasysports.yahoo.com/2022/f1/564704/11/draftrecap,5,1,head,b'Thug Bungalow',30,1,11,414.l.564704.t.11,https://football.fantasysports.yahoo.com/2022/f1/564704/11,6,2022,"Manager({
  ""felo_score"": 596,
  ""felo_tier"": ""bronze"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 11,
  ""nickname"": ""Mike""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2022,1412.72,,,,9,0.357,0,5,9.0,1526.54,1412.72,8,loss,1,1.0
,,B,,https://football.fantasysports.yahoo.com/2022/f1/564704/3/draftrecap,100,1,head,"b""Jadeveon's Hit Men""",10,0,3,414.l.564704.t.3,https://football.fantasysports.yahoo.com/2022/f1/564704/3,8,2022,"Manager({
  ""felo_score"": 569,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2022,1487.12,,,,6,0.571,0,8,7.0,1330.2800000000002,1487.12,9,win,1,
,,A-,,https://football.fantasysports.yahoo.com/2022/f1/564704/2/draftrecap,30,1,head,b'Immortal Duffmen',16,0,2,414.l.564704.t.2,https://football.fantasysports.yahoo.com/2022/f1/564704/2,7,2022,"Manager({
  ""felo_score"": 589,
  ""felo_tier"": ""bronze"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2022,1455.3,,,,7,0.5,0,7,8.0,1389.2000000000003,1455.3,10,win,1,
,,A,,https://football.fantasysports.yahoo.com/2022/f1/564704/6/draftrecap,2,1,head,b'Starr is Born',33,0,6,414.l.564704.t.6,https://football.fantasysports.yahoo.com/2022/f1/564704/6,5,2022,"Manager({
  ""felo_score"": 549,
  ""felo_tier"": ""bronze"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Nick""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2022,1313.1,,,,9,0.357,0,5,10.0,1504.0,1313.1,11,loss,2,
,,B-,,https://football.fantasysports.yahoo.com/2022/f1/564704/1/draftrecap,0,1,head,b'The Ice Cold Bruschi',43,0,1,414.l.564704.t.1,https://football.fantasysports.yahoo.com/2022/f1/564704/1,3,2022,"Manager({
  ""felo_score"": 692,
  ""felo_tier"": ""silver"",
  ""guid"": ""AH4HVFPFUWABOULTM3I26IVX44"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""is_commissioner"": 0,
  ""manager_id"": 1,
  ""nickname"": ""Ricky""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29131856121_7f0b5a8207.jpg""
})",season,2022,1398.62,,,,11,0.214,0,3,12.0,1643.7199999999998,1398.62,12,loss,6,
,,C-,,https://football.fantasysports.yahoo.com/2022/f1/564704/5/draftrecap,100,1,head,b'Saquon These Nuts',9,0,5,414.l.564704.t.5,https://football.fantasysports.yahoo.com/2022/f1/564704/5,2,2022,"Manager({
  ""felo_score"": 558,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""matt""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2022,1276.66,,,,11,0.214,0,3,,1523.18,1276.66,13,loss,1,
,,C+,,https://football.fantasysports.yahoo.com/2022/f1/564704/12/draftrecap,27,1,head,b'Thunder Crotches',17,0,12,414.l.564704.t.12,https://football.fantasysports.yahoo.com/2022/f1/564704/12,1,2022,"Manager({
  ""felo_score"": 547,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""Jake""
})",week,18,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2022,1249.78,,,,11,0.214,0,3,,1471.9,1249.78,14,loss,3,
1.0,,D+,,https://football.fantasysports.yahoo.com/f1/333146/6/draftrecap,2,1,head,b'Starr is Born',23,0,6,423.l.333146.t.6,https://football.fantasysports.yahoo.com/f1/333146/6,14,2023,"Manager({
  ""felo_score"": 590,
  ""felo_tier"": ""bronze"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Nick""
})",week,15,1,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2023,1591.6,,,,3,0.786,0,11,1.0,1314.22,1591.6,1,win,2,
1.0,,B+,,https://football.fantasysports.yahoo.com/f1/333146/2/draftrecap,27,1,head,b'Immortal Duffmen',28,0,2,423.l.333146.t.2,https://football.fantasysports.yahoo.com/f1/333146/2,13,2023,"Manager({
  ""felo_score"": 617,
  ""felo_tier"": ""silver"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2023,1541.28,,,,5,0.643,0,9,2.0,1406.72,1541.28,2,loss,2,
1.0,,B-,,https://football.fantasysports.yahoo.com/f1/333146/9/draftrecap,29,1,head,b'Gibbs Me A Break',23,0,9,423.l.333146.t.9,https://football.fantasysports.yahoo.com/f1/333146/9,12,2023,"Manager({
  ""felo_score"": 659,
  ""felo_tier"": ""silver"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,15,1,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_3_g.png""
})",season,2023,1501.36,,,,5,0.643,0,9,3.0,1539.2800000000002,1501.36,3,win,8,
1.0,,D,,https://football.fantasysports.yahoo.com/f1/333146/1/draftrecap,0,1,head,b'The Ice Cold Bruschi',31,1,1,423.l.333146.t.1,https://football.fantasysports.yahoo.com/f1/333146/1,11,2023,"Manager({
  ""felo_score"": 690,
  ""felo_tier"": ""silver"",
  ""guid"": ""AH4HVFPFUWABOULTM3I26IVX44"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""is_commissioner"": 0,
  ""manager_id"": 1,
  ""nickname"": ""Ricky""
})",week,15,5,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29131856121_7f0b5a8207.jpg""
})",season,2023,1580.5,,,,6,0.571,0,8,4.0,1500.1799999999998,1580.5,4,loss,1,
1.0,,A-,,https://football.fantasysports.yahoo.com/f1/333146/7/draftrecap,55,1,head,b'SuperCam That Ho',9,0,7,423.l.333146.t.7,https://football.fantasysports.yahoo.com/f1/333146/7,10,2023,"Manager({
  ""felo_score"": 553,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Lauren""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2023,1532.48,,,,6,0.571,0,8,5.0,1517.9799999999998,1532.48,5,win,1,
1.0,,A,,https://football.fantasysports.yahoo.com/f1/333146/11/draftrecap,69,1,head,b'Thug Bungalow',20,0,11,423.l.333146.t.11,https://football.fantasysports.yahoo.com/f1/333146/11,9,2023,"Manager({
  ""felo_score"": 616,
  ""felo_tier"": ""silver"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 11,
  ""nickname"": ""Mike""
})",week,15,2,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2023,1490.18,,,,6,0.571,0,8,6.0,1386.0400000000002,1490.18,6,loss,1,1.0
,,B-,,https://football.fantasysports.yahoo.com/f1/333146/10/draftrecap,0,1,head,b'The Twelve Apostles',26,0,10,423.l.333146.t.10,https://football.fantasysports.yahoo.com/f1/333146/10,8,2023,"Manager({
  ""felo_score"": 627,
  ""felo_tier"": ""silver"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 10,
  ""nickname"": ""Matt Jones""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2023,1573.02,,,,7,0.5,0,7,7.0,1494.1,1573.02,7,win,2,
,,C-,,https://football.fantasysports.yahoo.com/f1/333146/12/draftrecap,0,1,head,b'Thunder Crotches',25,3,12,423.l.333146.t.12,https://football.fantasysports.yahoo.com/f1/333146/12,7,2023,"Manager({
  ""felo_score"": 556,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""Jake""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2023,1476.4,,,,7,0.5,0,7,8.0,1490.7000000000003,1476.4,8,win,3,
,,D-,,https://football.fantasysports.yahoo.com/f1/333146/4/draftrecap,18,1,head,"b""John Brown's Army""",12,1,4,423.l.333146.t.4,https://football.fantasysports.yahoo.com/f1/333146/4,6,2023,"Manager({
  ""felo_score"": 655,
  ""felo_tier"": ""silver"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/a36195ab1a4123c414d97a091f570bcc3becef6c70ce5681dd0d52ab8ee217ed.jpg""
})",season,2023,1452.4,,,,7,0.5,0,7,9.0,1566.02,1452.4,9,loss,2,
,,D-,,https://football.fantasysports.yahoo.com/f1/333146/14/draftrecap,5,1,head,b'who invited canada',21,1,14,423.l.333146.t.14,https://football.fantasysports.yahoo.com/f1/333146/14,5,2023,"Manager({
  ""felo_score"": 749,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Peter""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2023,1544.62,,,,8,0.429,0,6,10.0,1594.64,1544.62,10,win,1,
,,C,,https://football.fantasysports.yahoo.com/f1/333146/3/draftrecap,100,1,head,"b""Jadeveon's Hit Men""",5,0,3,423.l.333146.t.3,https://football.fantasysports.yahoo.com/f1/333146/3,4,2023,"Manager({
  ""felo_score"": 568,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2023,1530.28,,,,8,0.429,0,6,11.0,1636.6400000000003,1530.28,11,loss,2,
,,A+,,https://football.fantasysports.yahoo.com/f1/333146/13/draftrecap,100,1,head,b'Wereback',6,0,13,423.l.333146.t.13,https://football.fantasysports.yahoo.com/f1/333146/13,3,2023,"Manager({
  ""felo_score"": 590,
  ""felo_tier"": ""bronze"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Nate""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/411797c57560799bd61a6e2baf0448ab82249f41a6d58531fa4a5159183d87b0.png""
})",season,2023,1433.82,,,,9,0.357,0,5,12.0,1442.2199999999998,1433.82,12,loss,1,
,,B-,,https://football.fantasysports.yahoo.com/f1/333146/8/draftrecap,21,1,head,b'The fishingtons',9,0,8,423.l.333146.t.8,https://football.fantasysports.yahoo.com/f1/333146/8,2,2023,"Manager({
  ""felo_score"": 582,
  ""felo_tier"": ""bronze"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2023,1422.8,,,,10,0.286,0,4,,1588.1199999999997,1422.8,13,win,1,
,,D,,https://football.fantasysports.yahoo.com/f1/333146/5/draftrecap,50,1,head,b'Saquon These Nuts',10,0,5,423.l.333146.t.5,https://football.fantasysports.yahoo.com/f1/333146/5,1,2023,"Manager({
  ""felo_score"": 530,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""matt""
})",week,15,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2023,1232.1,,,,11,0.214,0,3,,1425.9799999999998,1232.1,14,loss,2,
